"3-комн. кв., 100 м2, 8 этаж из 8",https://www.house.kg/details/440631261eb7e689685e0-27215591,$ 69 000,"Продается 3 комнатная квартира со свежим  ремонтом по выгодной цене. 99 м2 по 70000,срочно,возможен хороший торг. 0500222267...",https://cdn.house.kg/house/images/8/d/4/8d415ca27e0361245c2c8917c26bcbbb_240x180.jpg
"1-комн. кв., 46 м2, 9 этаж из 9",https://www.house.kg/details/190778661f19c1c485106-67927288,$ 32 800,"Срочно продаю 1 ком кв 9\9,108 серия,46м2,по Магистраль/Душанбинская,ЖК Молодежный квартал,32800$
*от надежного застройщика Делюр
*техпаспорт на рук...",https://cdn.house.kg/house/images/6/a/0/6a05d07373275177e60f9e8e96450d64_240x180.jpg
"2-комн. кв., 44 м2, 3 этаж из 4",https://www.house.kg/details/533563361d8b98e1d9b66-57184695,$ 36 000,,https://cdn.house.kg/house/images/e/7/b/e7becf253d86d959e5d7535904ee1040_240x180.jpg
"4-комн. кв., 164 м2, 4 этаж из 8",https://www.house.kg/details/986023661f04ed00a59e9-96026558,$ 328 000,,https://cdn.house.kg/house/images/e/d/b/edb14a77c14800bc53b6ed2c003fcf30_240x180.jpg
"3-комн. кв., 144 м2, 12 этаж из 13",https://www.house.kg/details/657355661e8e9a79534c1-44750908,$ 105 000,срочно продаю в самом центре 3х комнатную квартиру ПСО. Общая площадь 144м2. 12этаж из 13. Золотой квадрат. Тех паспорт на руках. 730$ за м2. Очень ср...,https://cdn.house.kg/house/images/9/2/9/929a88b7ab16cb471f7a8f63b165facd_240x180.jpg
"1-комн. кв., 44 м2, 13 этаж из 14",https://www.house.kg/details/292853261ead5bf1f0304-62585411,$ 29 350,"продается шикарная  1-комнатная квартира в элитном доме премиум класса ЖК DELUXE от компании ИХЛАС.
дом 14 этажный. Весь фасад выполнен из натуральног...",https://cdn.house.kg/house/images/e/5/3/e53b546f888cfe64b3d2b63eb245b405_240x180.jpg
"Коммерческая недвижимость, 600 м2",https://www.house.kg/details/852042661da9cc4c21805-02850874,$ 300 000,"Агротуристическая ферма ""Кызыл-Таш"" расположена в живописном месте между деревнями Жаркынбаево и Орукту, на северном побережье озера Иссык-Куль. Это м...",https://cdn.house.kg/house/images/7/4/c/74c1f3d9431a4bf14531374a5e385570_240x180.jpg
"2-комн. кв., 59.6 м2, 3 этаж из 10",https://www.house.kg/details/3675859618a86451f21d6-97763446,$ 33 000,,https://cdn.house.kg/house/images/1/a/4/1a4863df783eba8ff08a9cbbdae9a1fc_240x180.jpg
"Дом, 4-комн., 63 м2",https://www.house.kg/details/722974461f2239996be47-52997496,$ 53 000,"Продаю дом!      
Кызыл-Аскер, по ул. Власова  
6,47 соток
62,1 кв.м. 4 жилые комнаты, сан/узел, ванная, кухня, коридор.  
Саман, жженный кирпич. 
196...",https://cdn.house.kg/house/images/2/8/f/28fef8aa256f667f04103d961fa81c8e_240x180.jpg
"3-комн. кв., 103 м2, 10 этаж из 10",https://www.house.kg/details/129805561c95825321769-52859398,$ 62 800,"Очень срочная цена !!!  ПСО 103 м2,Золотой квадрат,  элитка,Застройщик Гок-Таш(Жк  Парк-Сити) , 10/11, 62800$ ,609$ за 1м2(мини торг),т0555088866,0502...",https://cdn.house.kg/house/images/1/f/5/1f535ee54eb502bf90595d72f0b995fe_240x180.jpg
"4-комн. кв., 80 м2, 1 этаж из 5",https://www.house.kg/details/94811261f1a23bf281a6-61211297,$ 66 800,"Очень Срочная Цена! 4- ком.кв. 80 м2, серия, 1/5,Калык Акиева/Сыдыкова(Токтогула),66,8$ т,
*Срочно продается 4 комнатная квартира, индивидуальной пла...",https://cdn.house.kg/house/images/d/5/3/d53a34bb1f906b94864e26e5bbe9f817_240x180.jpg
"Участок, 80 соток",https://www.house.kg/details/72744261ee43772e9d90-43139856,$ 1 200 000,,https://cdn.house.kg/house/images/5/f/f/5fff5b75e9c564fa9b36509a61202907_240x180.jpg
"Участок, 75 соток",https://www.house.kg/details/138982361ee452789c1d2-54919289,$ 250 000,"Зеленая книга на 49 лет. 
Район АУЦА, вокруг элитные коттеджные городки Ницца, Браво, Ала арча 
Выделен под строительство зоны отдыха. Отлично подой...",https://cdn.house.kg/house/images/9/4/0/94061daa8b5037c32571033d0b055003_240x180.jpg
"2-комн. кв., 80 м2, 13 этаж из 13",https://www.house.kg/details/436727261dd34e174e750-49564702,$ 68 000,"Адрес Панфилова 188/2 от, Борсан. Качественный, дорогой ремонт. Техника и мебель остается, установлены кондиционеры.
Все коммуникации центральные.
Рай...",https://cdn.house.kg/house/images/0/d/7/0d7488f378781fa27c1b632316aa19b6_240x180.jpg
"3-комн. кв., 127 м2, 7 этаж из 8",https://www.house.kg/details/506227361e58461246a16-16836286,$ 165 100,"Продаю трёхкомнатную квартиру псо премуиум класса в жилом комплексе Central Park, застройщик Act Building
- Площадь 127м², этаж 7 из 9
- Район ТРЦ А...",https://cdn.house.kg/house/images/7/c/9/7c95db5cc8f196fd883101680eb6120f_240x180.jpg
"1-комн. кв., 40 м2, 6 этаж из 12",https://www.house.kg/details/669369061eec4571fed89-62315043,$ 27 000,"Продаем квартиру в ЖК Green Park. Ihlas. 
6 этаж, 40 кв., все окна смотрят на юг....",https://cdn.house.kg/house/images/a/8/a/a8a18e63dda49c9eb4a3e1dc118e5968_240x180.jpg
"Дом, 5-комн., 140 м2",https://www.house.kg/details/1537904615582f535af80-48850333,$ 120 000,"Продаётся дом в районе Чапаева/Гагарина. 
Участок - 7 соток (дом - 140 кв.м.) 
Отопление - газовое, электрическое, тв.топливо
Канализация - центральна...",https://cdn.house.kg/house/images/c/1/3/c13f02d3df21e7db9ed80f34b97d6fdd_240x180.jpg
"Коммерческая недвижимость, 85 м2",https://www.house.kg/details/70592606162acdb397a58-71424973,$ 85 000,"Продаю помещение 84м по Южной Магистрали первая линия, с отдельным входом, первый этаж. 
0500 333 222

""Жусуп Баласагын"" - это 13 этажный кирпично-...",https://cdn.house.kg/house/images/9/3/e/93e269b196299774a1524f89fd94ea8e_240x180.jpg
"2-комн. кв., 65 м2, 5 этаж из 9",https://www.house.kg/details/94326666162a9ccc7fc02-10282914,$ 27 300,Продаю 2к квартиру 65м2 5 этаж....,https://cdn.house.kg/house/images/4/d/e/4deabbede6e9ec70bb515d201f1ee9a5_240x180.jpg
"Дом, 5-комн., 250 м2",https://www.house.kg/details/330839861eaa7406f31d2-40189755,$ 35 000,"Продаю дом со всеми условиями Бишкек панарама соттик 5 (250м2) трёх уровенный дома 2 этажа.
Дом полностью ремонтировали под себя.
Имеется парковка....",https://cdn.house.kg/house/images/0/0/7/007c5add37f486e4dcf20b1afcbe1c00_240x180.jpg
"4-комн. кв., 140 м2, 4 этаж из 14",https://www.house.kg/details/348663561ea9070155074-10992289,$ 83 300,"Срочная продажа! 4х комнатная квартира (студия) премиум класса в центре города (Элебаева 2), 140м2, по цене 595$/м2 – 83300 $ (цена с котлована по 100...",https://cdn.house.kg/house/images/4/e/6/4e64d22f152b70344bffefea81a2146c_240x180.jpg
"Коммерческая недвижимость, 200 м2",https://www.house.kg/details/507138561d951ccd93a18-59954330,$ 200 000,"с гостиницей остается все оборудование, мебель, посуда, постельные принадлежности и много всего дополнительного для работы - ""заходи и работай без вло...",https://cdn.house.kg/house/images/1/f/c/1fc29569351be8d58b1185521408acf2_240x180.jpg
"Дом, 5-комн., 180 м2",https://www.house.kg/details/6490867619b424b067e55-69709858,$ 180 000,"Продается дом.
По всем вопросам просьба обращаться только по указанному телефону. Тема поднимается автоматически.
Запрашиваемая цена 180 т.дол.
Дом...",https://cdn.house.kg/house/images/4/f/1/4f1b8ef5c313624bd02a9e2ce515409d_240x180.jpg
"3-комн. кв., 80 м2, 2 этаж из 5",https://www.house.kg/details/160587461d44e38516857-20965337,$ 73 000,"Продю очень уютную 3х к. квартиру в Нижнем Джале. Индивидуальная планировка. 2-ой этаж. Зал - 24м2. Кухня - 12 м2. Две застекленнын лоджии 12,50м2, вт...",https://cdn.house.kg/house/images/3/5/0/350ee6542274ec86cb4c69650029cfe9_240x180.jpg
"Дом, 2-комн., 51 м2",https://www.house.kg/details/3990508616bf6afd5b860-16260904,$ 28 000,"Продается не большой дом,в поселке ""Манас"",в сторону аэропорта""Манас"",до города 20 минут,нужен ремонт,две комнаты,кухня,веранда,во дворе выкопан септи...",https://cdn.house.kg/house/images/9/8/5/9853b72eba4591a1b181637da2c8fb19_240x180.jpg
"Дом, 6 и более комнат, 137 м2",https://www.house.kg/details/403342060d95e3f936120-99489507,$ 130 000,"Срочно продаю дом и гостевой дом на одном участке. Общая жилая  площадь 136 м2.  7 комнат. Большой дом 1961 года постройки, маленький 2000года, с мебе...",https://cdn.house.kg/house/images/e/e/0/ee0fe10639bc2deb2e8a7e0f41715b5c_240x180.jpg
"Дом, 4-комн., 60 м2",https://www.house.kg/details/5527948602fbb76d2e718-02417959,$ 13 500,"Срочно продаю дом  г.Каинды. Недалеко от центра.  В доме 4 комнаты +  кухня.  Времянка 2 комнаты.  3 фазы. Просим 13,5 т.$
Все вопросы по телефону 055...",https://cdn.house.kg/house/images/8/a/1/8a154e06c4f58a99eb6032e4e72d1391_240x180.jpg
"2-комн. кв., 73 м2, 6 этаж из 12",https://www.house.kg/details/25644761bdcce718b746-55421579,$ 68 000,Продаю 2 комнатную квартиру Ж.Жолу/Исанова.  Отличный ремонт.  Тех.паспорт на руках.  Все вопросы по телефону 0555220940...,https://cdn.house.kg/house/images/c/5/4/c54f7a057e9319fd960520feefab03fb_240x180.jpg
"5-комн. кв., 202 м2, 4 этаж из 9",https://www.house.kg/details/4952393617a8cfb607718-70469016,$ 165 000,Тихий район в центре города. Дом утепленный ( 9 эт). На площадке две квартиры. Центральное отопление и газовая/эл. плита. Подземный паркинг. Установле...,https://cdn.house.kg/house/images/d/7/2/d72a3119e0c45f64a65aaaf98f987fab_240x180.jpg
"Участок, 10 соток",https://www.house.kg/details/949552160d492d7b07fb5-08711903,$ 75 000,"Срочно продаю участок 10 соток, расположенного в селе Кок Жар, по улице Кыдыкеева, красная книга, участок угловой, ровный квадратной формы 50*22 метро...",https://cdn.house.kg/house/images/e/b/8/eb8c25734a70c4a11170f960bf51fc4a_240x180.jpg
"3-комн. кв., 127 м2, 6 этаж из 10",https://www.house.kg/details/535448461f2a5e624e7e5-24128652,$ 110 000,"Продаётся 3-х комнатная квартира студия.
Адрес: Чингиза Айтматова/Чуй
Площадь 127 м2.Этаж 6/10
Закрытый двор, охрана 24/7
Все центральные коммуникац...",https://cdn.house.kg/house/images/8/a/3/8a31f313b85c249adbe6b2ddd2bf52ef_240x180.jpg
"Дом, 6 и более комнат, 540 м2",https://www.house.kg/details/33478555f43547ec29d68-48498856,$ 270 000,Продаю дом под ПСО по адресу Медерова/Вишневый участок 7 соток. Общая площадь 540 квадратов+100 квадратов мансарда Проект дома в подарок. Рассмотрю ва...,https://cdn.house.kg/house/images/7/2/1/721adeb9f6fe02897ff9192389216d7f_240x180.jpg
"Участок, 3.6 соток",https://www.house.kg/details/124243361f2a58d8c6137-46760642,$ 11 500,"Продается земельный участок  площадью 3.6 сот. (12м*30м). Прошу 11500$ Торг уместен. Имеется Государственный акт, договор купли-продажи....",https://cdn.house.kg/house/images/3/c/a/3ca8fa98785c6eefa4f0298a57de1798_240x180.jpg
"Дом, 4-комн., 78 м2",https://www.house.kg/details/7219491609a026b803c86-99106298,$ 40 000,"Продаю дом в п. Комсомольский (за с. Раздольное, по трассе в а/п ""Манас"", 12 км от Бишкека).

Участок 11 соток, квадратный, правильной формы.
Стены - ...",https://cdn.house.kg/house/images/5/e/9/5e9f7314e2600027039d1902ae11eb1a_240x180.jpg
"Дом, 5-комн., 112 м2",https://www.house.kg/details/475502061f2a579efce02-34232305,$ 55 000,"Продаётся дом в с Сокулук в районе церкви недалеко от трассы. Рядом есть школа, садики, недалеко воскресный рынок. Есть большой сарай для КРС и МРС. н...",https://cdn.house.kg/house/images/e/1/6/e1614cfd4dc3c2e1b119a208e596a37c_240x180.jpg
"2-комн. кв., 96 м2, 8 этаж из 12",https://www.house.kg/details/649814561e04d0bb331d6-56666973,$ 126 000,"Асыл Таш 

2х ком
96м2
продается квартира
Со всеми удобствами 
Чуй Гоголя 
Дордой Плаза 
Дом премиум класса 
Ордо инвест...",https://cdn.house.kg/house/images/3/c/5/3c567146873f353e24667a706e9dc0d5_240x180.jpg
"3-комн. кв., 76 м2, 3 этаж из 3",https://www.house.kg/details/34674605f32021602b8c4-48004701,$ 50 000,"Продаю 3-х к кв с ремонтом.

Кухня большая 3.5 на 4 м

Газгородок по профсоюзной.

 обмен не предлагать

цена - 50000$
 
тел. 0701 14 15 47...",https://cdn.house.kg/house/images/1/b/b/1bbb68fa2f97f0a93e7101456c642ee3_240x180.jpg
"2-комн. кв., 41 м2, 1 этаж из 3",https://www.house.kg/details/760606861af4ce4a94b67-79226306,$ 39 700,"Продаю 2-х к.квартиру в кирпичном теплом доме по адресу: Ш.Руставели/ Ахунбаева. Этаж 1 из 3, не угловая. 
Удобно под бизнес: офис, магазин, салон кра...",https://cdn.house.kg/house/images/0/1/a/01a2f55855891660b37e817122a3aa47_240x180.jpg
"Коммерческая недвижимость, 43 м2",https://www.house.kg/details/713749961f0a06603e102-85264698,$ 62 000,"Продаю нежилое помещение с действующим бизнесом - салон красоты. 1 этаж из 4, кирпичный тёплый дом, не угловая, 2 комнаты, санузел. Полностью оборудов...",https://cdn.house.kg/house/images/2/e/d/2ed5885db418cbd6718cdda95695f6f4_240x180.jpg
"Участок, 5 соток",https://www.house.kg/details/91685966189327f95dc27-32504291,$ 18 000,"Продаю дачный участок на Панораме, не далеко от Администрации. 5 соток, ""красная книга"", техпаспорт и договор КП на руках. На участке имеется дом ПСО ...",https://cdn.house.kg/house/images/e/b/1/eb1e39ae589f77f00245f6e0b6fe7501_240x180.jpg
"Участок, 550 соток",https://www.house.kg/details/403363361ec1ca7667d42-90196208,$ 455 000,"Срочно продаю земельный участок под бизнес площадью 5.5 га по объездной в г. Кант. ""Красная книга"". Рядом логистический центр. Из коммуникаций: водопр...",https://cdn.house.kg/house/images/f/e/a/feaf532d15f952c955b6f3f656789603_240x180.jpg
"2-комн. кв., 41 м2, 4 этаж из 4",https://www.house.kg/details/173631761ef8f7e836411-48479962,$ 27 300,"Продаю 2-х к.квартиру в центре Пишпека, на Л.Толстого, напротив рынка. Хрущевка, 4 этаж из 4, не угловая, кровля шатровая не протекает. Центральные ко...",https://cdn.house.kg/house/images/f/f/c/ffc32fb8d671cc7f3ebe1ad5b3987715_240x180.jpg
"Коммерческая недвижимость, 200 м2",https://www.house.kg/details/583962761e68e695b36b9-31816325,$ 255 000,"Срочно продаю 2-х этажное нежилое помещение в ""Золотом квадрате"", Исанова/Киевская на 1-ой линии. Площадь 200 кв.м., все коммуникации центральные. Пом...",https://cdn.house.kg/house/images/0/7/a/07a6cbf6d1c5371f171c0fa559917a39_240x180.jpg
